NightTemperature	Rainfall
25.95258901158195	20.00883991216
26.64662090346139	2.72437110413
26.238404260200635	6.259712511915
26.657568240102165	13.68126801277
25.35213817261005	13.2425791593
24.296234924410673	16.5630262559
25.90967518280651	1.6679216255
26.167361521725137	7.39965817913
23.227690577905744	49.834997632
25.646746214887372	0.398844931769
23.39779814757317	70.3909866
23.978379536140846	18.76232029
24.570814569721364	10.708908797000001
25.177902084847172	18.842633645
25.739560831399466	12.019341808
24.72660952796605	24.68188047
24.40376550913373	13.118134791000001
24.66839153162664	11.860948453
25.688950797111975	3.188527105084
26.158709816559693	7.41943804856
25.50018532466507	8.32440827497
26.930400893263656	8.812012023449999
26.029948891901842	4.9741267435
25.211916066267364	17.1128936
24.717083615389623	14.396363853
24.679488088253677	17.533692258
24.31752958836533	12.5639101990549
25.109006843751732	14.41722301425
26.15013803625228	3.02818636504
26.39457028341219	1.1185402096
26.303191338950448	2.8935011766
25.931175995368	14.528681012
25.28678354030574	9.352503623
25.316171434812166	11.3731368976
25.332403373989063	11.056247537499999
24.286331651666583	14.710659894
25.318133716044382	5.111475563508
24.000487263673193	24.498821711999998
26.14557092996267	1.6617804646
25.995270691951372	24.5045946081
25.38946899405692	22.5927419951
25.430172295713408	15.5638864658
25.758237042113798	15.1662640902
25.593723650247046	23.066667132
25.75187309402066	21.089572681
25.90016657666638	7.7126846297
25.700275286693234	21.700741125
23.846986824022093	44.59671433
24.23526862311669	13.898925142
25.01331568231763	13.336693773
25.300385567717747	14.855520052000001
25.019474726018384	23.576734286
26.315550030819658	6.3496953428200005
25.227044864181167	6.3800252125
26.582260058606206	1.56219826975
26.049269661471047	18.818117702
24.228721855839424	12.1992184985
26.510555669516183	3.730798946525843
26.314037031183204	17.2305964154
24.23173449028033	52.182469431
24.403795992863923	16.00264911
25.060749476488756	5.7478453779
26.85755153590611	1.195980607
25.786956451622935	14.155604910200001
24.367702359219347	26.42052776
24.4083889366397	4.826341911
26.295397535702715	1.67528466303
25.53477561869686	6.6390961932
25.43786224078381	15.52332526205
25.336494399635423	12.63501639047
25.18795201733638	5.9265702584
25.730628900984367	19.5538058975
26.861778441653886	3.28117755076
26.420191708630956	8.642456641999999
26.709284775993016	7.04834239281
24.84195663618965	30.194378624
24.173171629973872	25.64603193
24.802475938168314	7.33837414893
26.467487680939957	8.729140452
25.441523706091644	13.252008917
24.41714274023446	11.867038174
25.786163926045564	2.5834042638
25.557956587224812	17.449522873299998
25.918369411709083	28.637061887
24.845848510022797	12.289501679
25.97256502847667	8.522167090950001
26.56036088510388	7.388045612049999
24.06346397529953	26.42432919
24.725140305365514	32.61057253
26.04348803403958	17.135468794999998
25.628308584591654	11.9001697405
25.105302750982272	10.804979875999999
26.270828657549462	14.4702533599637
25.160852302350378	15.84102236421
26.56420578987732	8.694442408641999
25.800274049428292	14.392035403
24.510378296074837	20.69065645
24.919362538676772	21.776280548
25.996641440261396	1.2881323689
25.032519281810444	14.269932214
24.02973126028034	22.215714905
25.377414340248443	13.75163064
25.856675329493118	10.4588569672
25.00447694808841	8.085749359060001
26.381230702688477	6.721171773799999
25.05832370131758	6.2685720362
25.409640546298178	17.609737661
25.50144965453187	20.715143835
25.3791569341056	15.787826816
26.140204833982402	7.4418321002
25.217991837213745	10.9591011865
25.586066816064726	19.673550014
25.188625906263876	22.991840064
25.025156779573646	12.4942437282
25.57276804599052	14.07700811957
24.496570875714763	18.45092053
